id_movimento,vlr_transacao_movimento,descricao_transacao_movimento,data_transacao_movimento,id_cartao
497,328.23,Posto de Gasolina - Abastecimento,2020-01-05,170
498,173.25,E-commerce - Compra online,2020-01-05,34
499,141.26,Cinema - Ingresso,2020-01-05,219
500,339.37,Cinema - Ingresso,2020-01-05,122
501,159.92,Farmácia - Medicamentos,2020-01-06,139
502,187.26,Cinema - Ingresso,2020-01-06,59
503,403.37,Posto de Gasolina - Abastecimento,2020-01-06,39
504,143.15,Cinema - Ingresso,2020-01-06,74
505,377.19,Cinema - Ingresso,2020-01-06,102
506,98.34,Livraria - Compra de livros,2020-01-06,164
507,176.52,Academia - Mensalidade,2020-01-06,17
508,172.68,E-commerce - Compra online,2020-01-06,154
509,141.76,Eletrônicos - Acessórios,2020-01-06,195
510,63.46,Livraria - Compra de livros,2020-01-06,84
511,131.23,Supermercado - Compra de alimentos,2020-01-06,210
512,471.79,Cinema - Ingresso,2020-01-06,49
513,448.0,Academia - Mensalidade,2020-01-06,130
514,453.5,Loja de Roupas - Vestuário,2020-01-06,111
515,200.95,Loja de Roupas - Vestuário,2020-01-06,202
516,106.4,Eletrônicos - Acessórios,2020-01-06,116
517,200.94,Farmácia - Medicamentos,2020-01-06,197
518,295.13,E-commerce - Compra online,2020-01-06,213
519,439.61,E-commerce - Compra online,2020-01-06,44
520,239.27,Eletrônicos - Acessórios,2020-01-06,148
521,441.91,Loja de Roupas - Vestuário,2020-01-06,190
522,471.0,Posto de Gasolina - Abastecimento,2020-01-06,171
523,11.31,Cinema - Ingresso,2020-01-06,161
524,229.55,Posto de Gasolina - Abastecimento,2020-01-06,137
525,280.8,Posto de Gasolina - Abastecimento,2020-01-06,71
526,345.38,E-commerce - Compra online,2020-01-06,215
527,81.5,Posto de Gasolina - Abastecimento,2020-01-06,125
528,156.34,Eletrônicos - Acessórios,2020-01-06,19
529,245.93,Loja de Roupas - Vestuário,2020-01-06,40
530,118.2,Posto de Gasolina - Abastecimento,2020-01-06,250
531,357.26,Loja de Roupas - Vestuário,2020-01-06,56
532,262.47,Supermercado - Compra de alimentos,2020-01-06,243
533,190.67,Loja de Roupas - Vestuário,2020-01-06,206
534,315.79,Cinema - Ingresso,2020-01-06,116
535,30.39,Farmácia - Medicamentos,2020-01-06,250
536,193.97,E-commerce - Compra online,2020-01-06,42
537,438.97,Farmácia - Medicamentos,2020-01-06,48
538,467.68,Farmácia - Medicamentos,2020-01-06,29
539,20.97,Supermercado - Compra de alimentos,2020-01-06,78
540,391.08,Posto de Gasolina - Abastecimento,2020-01-06,230
541,449.8,Supermercado - Compra de alimentos,2020-01-06,35
542,452.81,Supermercado - Compra de alimentos,2020-01-06,179
543,383.52,Eletrônicos - Acessórios,2020-01-06,158
544,397.45,Eletrônicos - Acessórios,2020-01-06,220
545,367.82,Loja de Roupas - Vestuário,2020-01-06,115
546,148.36,Posto de Gasolina - Abastecimento,2020-01-06,97
547,238.15,Farmácia - Medicamentos,2020-01-06,118
548,259.52,Loja de Roupas - Vestuário,2020-01-06,112
549,198.22,Academia - Mensalidade,2020-01-06,143
550,247.14,Supermercado - Compra de alimentos,2020-01-06,154
551,156.88,Loja de Roupas - Vestuário,2020-01-06,153
552,286.33,Livraria - Compra de livros,2020-01-06,98
553,473.39,Cinema - Ingresso,2020-01-06,85
554,187.13,Academia - Mensalidade,2020-01-06,123
555,418.14,Academia - Mensalidade,2020-01-06,247
556,194.03,Academia - Mensalidade,2020-01-06,75
557,156.57,Posto de Gasolina - Abastecimento,2020-01-06,188
558,450.65,E-commerce - Compra online,2020-01-06,140
559,191.94,Loja de Roupas - Vestuário,2020-01-06,180
560,370.8,Loja de Roupas - Vestuário,2020-01-06,196
561,227.77,Posto de Gasolina - Abastecimento,2020-01-06,75
562,403.35,Restaurante - Refeição,2020-01-06,234
563,311.15,Restaurante - Refeição,2020-01-06,104
564,422.36,Loja de Roupas - Vestuário,2020-01-06,89
565,326.36,Livraria - Compra de livros,2020-01-06,146
566,33.74,Farmácia - Medicamentos,2020-01-06,215
567,363.72,E-commerce - Compra online,2020-01-06,74
568,224.02,Posto de Gasolina - Abastecimento,2020-01-06,129
569,212.98,Farmácia - Medicamentos,2020-01-06,88
570,223.28,Restaurante - Refeição,2020-01-06,108
571,453.97,Restaurante - Refeição,2020-01-06,143
572,438.85,Eletrônicos - Acessórios,2020-01-06,184
573,170.67,Farmácia - Medicamentos,2020-01-06,95
574,498.28,Posto de Gasolina - Abastecimento,2020-01-06,85
575,10.06,Farmácia - Medicamentos,2020-01-06,71
576,45.23,Eletrônicos - Acessórios,2020-01-06,10
577,106.59,E-commerce - Compra online,2020-01-06,97
578,490.47,E-commerce - Compra online,2020-01-06,202
579,238.98,Cinema - Ingresso,2020-01-06,179
580,202.42,Livraria - Compra de livros,2020-01-06,166
581,144.48,Academia - Mensalidade,2020-01-06,84
582,27.95,Loja de Roupas - Vestuário,2020-01-06,122
583,289.51,Cinema - Ingresso,2020-01-06,49
584,484.14,Loja de Roupas - Vestuário,2020-01-06,4
585,113.11,Posto de Gasolina - Abastecimento,2020-01-06,23
586,390.04,Cinema - Ingresso,2020-01-06,214
587,51.09,Cinema - Ingresso,2020-01-06,33
588,296.28,Posto de Gasolina - Abastecimento,2020-01-06,56
589,393.23,Academia - Mensalidade,2020-01-06,88
590,227.09,Supermercado - Compra de alimentos,2020-01-06,214
591,360.44,Farmácia - Medicamentos,2020-01-06,209
592,372.78,Farmácia - Medicamentos,2020-01-06,46
593,343.8,Posto de Gasolina - Abastecimento,2020-01-06,30
594,302.12,Posto de Gasolina - Abastecimento,2020-01-06,208
595,29.22,Restaurante - Refeição,2020-01-06,147
596,257.76,Posto de Gasolina - Abastecimento,2020-01-06,64
597,286.77,Livraria - Compra de livros,2020-01-06,161
598,192.51,Eletrônicos - Acessórios,2020-01-06,206
599,339.56,Posto de Gasolina - Abastecimento,2020-01-06,107
600,243.58,Supermercado - Compra de alimentos,2020-01-06,165
601,483.99,Eletrônicos - Acessórios,2020-01-07,168
602,499.9,E-commerce - Compra online,2020-01-07,127
603,145.24,Academia - Mensalidade,2020-01-07,30
604,136.44,Farmácia - Medicamentos,2020-01-07,73
605,88.13,Restaurante - Refeição,2020-01-07,132
606,79.05,E-commerce - Compra online,2020-01-07,119
607,57.76,E-commerce - Compra online,2020-01-07,41
608,110.85,Academia - Mensalidade,2020-01-07,55
609,171.06,Eletrônicos - Acessórios,2020-01-07,130
610,382.11,Restaurante - Refeição,2020-01-07,53
611,203.24,Farmácia - Medicamentos,2020-01-07,53
612,74.39,Posto de Gasolina - Abastecimento,2020-01-07,241
613,63.28,Restaurante - Refeição,2020-01-07,123
614,269.38,Loja de Roupas - Vestuário,2020-01-07,220
615,117.69,Cinema - Ingresso,2020-01-07,31
616,118.71,Farmácia - Medicamentos,2020-01-07,249
617,108.66,Farmácia - Medicamentos,2020-01-07,241
618,96.39,Cinema - Ingresso,2020-01-07,80
619,210.87,E-commerce - Compra online,2020-01-07,224
620,25.5,E-commerce - Compra online,2020-01-07,157
621,117.71,Loja de Roupas - Vestuário,2020-01-07,136
622,272.06,Eletrônicos - Acessórios,2020-01-07,3
623,253.86,Restaurante - Refeição,2020-01-07,90
624,367.1,Supermercado - Compra de alimentos,2020-01-07,236
625,171.58,Supermercado - Compra de alimentos,2020-01-07,11
626,400.72,Cinema - Ingresso,2020-01-07,154
627,136.57,Farmácia - Medicamentos,2020-01-07,31
628,36.98,Eletrônicos - Acessórios,2020-01-07,223
629,406.95,Academia - Mensalidade,2020-01-07,90
630,268.83,Posto de Gasolina - Abastecimento,2020-01-07,90
631,406.37,Farmácia - Medicamentos,2020-01-07,64
632,281.65,Supermercado - Compra de alimentos,2020-01-07,103
633,344.26,Livraria - Compra de livros,2020-01-07,36
634,493.19,Farmácia - Medicamentos,2020-01-07,48
635,57.81,Livraria - Compra de livros,2020-01-07,248
636,378.47,Farmácia - Medicamentos,2020-01-07,191
637,309.43,Cinema - Ingresso,2020-01-07,19
638,350.72,Supermercado - Compra de alimentos,2020-01-07,186
639,244.38,Loja de Roupas - Vestuário,2020-01-07,13
640,444.94,Loja de Roupas - Vestuário,2020-01-07,205
641,171.48,Academia - Mensalidade,2020-01-07,247
642,162.02,Farmácia - Medicamentos,2020-01-07,240
643,132.52,Restaurante - Refeição,2020-01-07,231
644,236.9,Eletrônicos - Acessórios,2020-01-07,126
645,15.99,E-commerce - Compra online,2020-01-07,121
646,281.47,Academia - Mensalidade,2020-01-07,144
647,300.34,Academia - Mensalidade,2020-01-07,208
648,155.24,Academia - Mensalidade,2020-01-07,79
649,169.94,Academia - Mensalidade,2020-01-07,85
650,375.37,E-commerce - Compra online,2020-01-07,243
651,38.6,Farmácia - Medicamentos,2020-01-07,87
652,334.72,Posto de Gasolina - Abastecimento,2020-01-07,55
653,421.73,Academia - Mensalidade,2020-01-07,218
654,173.13,Restaurante - Refeição,2020-01-07,243
655,491.3,Farmácia - Medicamentos,2020-01-07,115
656,374.2,Cinema - Ingresso,2020-01-07,248
657,213.41,Farmácia - Medicamentos,2020-01-07,51
658,79.8,Cinema - Ingresso,2020-01-07,102
659,467.02,Posto de Gasolina - Abastecimento,2020-01-07,33
660,296.78,Farmácia - Medicamentos,2020-01-07,75
661,148.67,Restaurante - Refeição,2020-01-07,83
662,476.19,Farmácia - Medicamentos,2020-01-07,41
663,293.14,Posto de Gasolina - Abastecimento,2020-01-07,129
664,257.83,Eletrônicos - Acessórios,2020-01-07,201
665,305.65,Livraria - Compra de livros,2020-01-07,213
666,334.16,Restaurante - Refeição,2020-01-07,222
667,313.7,E-commerce - Compra online,2020-01-07,82
668,180.98,Loja de Roupas - Vestuário,2020-01-07,107
669,164.82,Cinema - Ingresso,2020-01-07,244
670,118.2,Supermercado - Compra de alimentos,2020-01-07,157
671,107.27,Restaurante - Refeição,2020-01-07,245
672,130.65,Loja de Roupas - Vestuário,2020-01-07,202
673,439.46,Supermercado - Compra de alimentos,2020-01-07,66
674,410.04,Cinema - Ingresso,2020-01-07,64
675,209.19,Loja de Roupas - Vestuário,2020-01-07,151
676,437.76,Restaurante - Refeição,2020-01-07,65
677,96.2,Supermercado - Compra de alimentos,2020-01-07,65
678,307.63,Loja de Roupas - Vestuário,2020-01-07,129
679,488.95,E-commerce - Compra online,2020-01-07,160
680,248.93,Restaurante - Refeição,2020-01-07,43
681,467.32,Posto de Gasolina - Abastecimento,2020-01-07,152
682,146.13,Cinema - Ingresso,2020-01-07,173
683,126.81,Livraria - Compra de livros,2020-01-07,4
684,418.52,E-commerce - Compra online,2020-01-07,68
685,412.64,Academia - Mensalidade,2020-01-07,207
686,348.0,Farmácia - Medicamentos,2020-01-07,73
687,484.92,Farmácia - Medicamentos,2020-01-07,126
688,47.05,Loja de Roupas - Vestuário,2020-01-07,7
689,303.26,E-commerce - Compra online,2020-01-07,196
690,61.46,Livraria - Compra de livros,2020-01-07,210
691,281.08,Livraria - Compra de livros,2020-01-07,78
692,38.05,Supermercado - Compra de alimentos,2020-01-07,146
693,466.65,Academia - Mensalidade,2020-01-07,102
694,249.21,Farmácia - Medicamentos,2020-01-07,116
695,72.79,Eletrônicos - Acessórios,2020-01-07,58
696,268.49,Livraria - Compra de livros,2020-01-07,82
697,185.55,Supermercado - Compra de alimentos,2020-01-07,12
698,483.84,Farmácia - Medicamentos,2020-01-07,127
699,479.07,Academia - Mensalidade,2020-01-07,235
700,7.5,Restaurante - Refeição,2020-01-07,57
701,225.15,Supermercado - Compra de alimentos,2020-01-08,146
702,204.75,Eletrônicos - Acessórios,2020-01-08,42
703,40.58,Cinema - Ingresso,2020-01-08,146
704,477.98,Supermercado - Compra de alimentos,2020-01-08,137
705,108.53,Posto de Gasolina - Abastecimento,2020-01-08,144
706,98.34,Farmácia - Medicamentos,2020-01-08,243
707,303.65,Livraria - Compra de livros,2020-01-08,152
708,217.49,Supermercado - Compra de alimentos,2020-01-08,148
709,467.36,Academia - Mensalidade,2020-01-08,89
710,130.52,Posto de Gasolina - Abastecimento,2020-01-08,148
711,163.75,Academia - Mensalidade,2020-01-08,59
712,140.95,Restaurante - Refeição,2020-01-08,40
713,200.41,Supermercado - Compra de alimentos,2020-01-08,144
714,191.72,Eletrônicos - Acessórios,2020-01-08,230
715,185.46,Academia - Mensalidade,2020-01-08,227
716,15.62,Livraria - Compra de livros,2020-01-08,140
717,143.76,Restaurante - Refeição,2020-01-08,29
718,440.47,Posto de Gasolina - Abastecimento,2020-01-08,34
719,212.7,Livraria - Compra de livros,2020-01-08,227
720,67.25,E-commerce - Compra online,2020-01-08,43
721,134.3,Eletrônicos - Acessórios,2020-01-08,42
722,5.85,E-commerce - Compra online,2020-01-08,231
723,134.08,Eletrônicos - Acessórios,2020-01-08,234
724,125.51,Supermercado - Compra de alimentos,2020-01-08,230
725,186.09,Cinema - Ingresso,2020-01-08,156
726,416.58,E-commerce - Compra online,2020-01-08,44
727,148.85,Restaurante - Refeição,2020-01-08,240
728,430.98,E-commerce - Compra online,2020-01-08,31
729,265.72,Farmácia - Medicamentos,2020-01-08,182
730,65.96,Eletrônicos - Acessórios,2020-01-08,147
731,97.92,Livraria - Compra de livros,2020-01-08,92
732,472.44,Restaurante - Refeição,2020-01-08,121
733,293.37,Restaurante - Refeição,2020-01-08,195
734,89.41,Posto de Gasolina - Abastecimento,2020-01-08,138
735,47.44,Supermercado - Compra de alimentos,2020-01-08,143
736,36.2,E-commerce - Compra online,2020-01-08,190
737,425.08,Posto de Gasolina - Abastecimento,2020-01-08,91
738,69.05,Livraria - Compra de livros,2020-01-08,220
739,410.57,Farmácia - Medicamentos,2020-01-08,162
740,32.58,Restaurante - Refeição,2020-01-08,28
741,183.41,Loja de Roupas - Vestuário,2020-01-08,136
742,485.79,Restaurante - Refeição,2020-01-08,127
743,267.73,Posto de Gasolina - Abastecimento,2020-01-08,210
744,308.91,Farmácia - Medicamentos,2020-01-08,44
745,119.62,Cinema - Ingresso,2020-01-08,15
746,358.71,Posto de Gasolina - Abastecimento,2020-01-08,55
747,11.6,Eletrônicos - Acessórios,2020-01-08,138
748,466.12,Posto de Gasolina - Abastecimento,2020-01-08,195
749,466.34,Posto de Gasolina - Abastecimento,2020-01-08,184
750,366.97,Cinema - Ingresso,2020-01-08,163
751,145.95,Restaurante - Refeição,2020-01-08,250
752,173.95,Cinema - Ingresso,2020-01-08,238
753,401.97,Eletrônicos - Acessórios,2020-01-08,49
754,483.58,Supermercado - Compra de alimentos,2020-01-08,69
755,421.46,Posto de Gasolina - Abastecimento,2020-01-08,211
756,117.42,E-commerce - Compra online,2020-01-08,124
757,435.18,Posto de Gasolina - Abastecimento,2020-01-08,118
758,177.03,E-commerce - Compra online,2020-01-08,32
759,149.91,Posto de Gasolina - Abastecimento,2020-01-08,186
760,339.89,Livraria - Compra de livros,2020-01-08,170
761,124.67,Cinema - Ingresso,2020-01-08,75
762,248.73,Cinema - Ingresso,2020-01-08,74
763,26.7,Restaurante - Refeição,2020-01-08,68
764,143.79,Livraria - Compra de livros,2020-01-08,172
765,374.15,Eletrônicos - Acessórios,2020-01-08,71
766,378.36,Loja de Roupas - Vestuário,2020-01-08,160
767,68.2,Restaurante - Refeição,2020-01-08,229
768,252.78,Livraria - Compra de livros,2020-01-08,66
769,36.19,Eletrônicos - Acessórios,2020-01-08,115
770,179.09,E-commerce - Compra online,2020-01-08,50
771,238.04,Farmácia - Medicamentos,2020-01-08,159
772,141.47,Restaurante - Refeição,2020-01-08,28
773,92.8,E-commerce - Compra online,2020-01-08,33
774,169.74,Loja de Roupas - Vestuário,2020-01-08,15
775,150.69,Academia - Mensalidade,2020-01-08,30
776,456.11,E-commerce - Compra online,2020-01-08,184
777,134.86,Academia - Mensalidade,2020-01-08,180
778,79.5,Supermercado - Compra de alimentos,2020-01-08,246
779,164.66,E-commerce - Compra online,2020-01-08,116
780,274.22,Farmácia - Medicamentos,2020-01-08,89
781,355.04,Restaurante - Refeição,2020-01-08,236
782,336.63,Supermercado - Compra de alimentos,2020-01-08,7
783,12.02,E-commerce - Compra online,2020-01-08,220
784,470.19,Loja de Roupas - Vestuário,2020-01-08,154
785,10.74,Restaurante - Refeição,2020-01-08,102
786,65.47,Academia - Mensalidade,2020-01-08,41
787,189.18,Loja de Roupas - Vestuário,2020-01-08,121
788,288.42,Livraria - Compra de livros,2020-01-08,32
789,370.53,E-commerce - Compra online,2020-01-08,208
790,59.55,Loja de Roupas - Vestuário,2020-01-08,24
791,111.82,Posto de Gasolina - Abastecimento,2020-01-08,8
792,486.39,Restaurante - Refeição,2020-01-08,129
793,473.58,Farmácia - Medicamentos,2020-01-08,101
794,379.04,Restaurante - Refeição,2020-01-08,222
795,455.12,Livraria - Compra de livros,2020-01-08,37
796,181.16,Restaurante - Refeição,2020-01-08,102
797,202.01,Restaurante - Refeição,2020-01-08,2
798,341.97,Farmácia - Medicamentos,2020-01-08,152
799,180.3,Restaurante - Refeição,2020-01-08,36
800,196.54,Farmácia - Medicamentos,2020-01-08,159
801,198.97,Eletrônicos - Acessórios,2020-01-09,121
802,262.3,Farmácia - Medicamentos,2020-01-09,160
803,204.11,Posto de Gasolina - Abastecimento,2020-01-09,23
804,85.2,Livraria - Compra de livros,2020-01-09,178
805,234.56,Cinema - Ingresso,2020-01-09,154
806,355.67,Eletrônicos - Acessórios,2020-01-09,115
807,208.23,Eletrônicos - Acessórios,2020-01-09,149
808,224.3,Eletrônicos - Acessórios,2020-01-09,229
809,208.92,Livraria - Compra de livros,2020-01-09,125
810,465.53,Livraria - Compra de livros,2020-01-09,238
811,317.06,Posto de Gasolina - Abastecimento,2020-01-09,173
812,451.92,Restaurante - Refeição,2020-01-09,49
813,444.77,Livraria - Compra de livros,2020-01-09,94
814,141.27,Farmácia - Medicamentos,2020-01-09,49
815,388.23,Livraria - Compra de livros,2020-01-09,83
816,163.17,Eletrônicos - Acessórios,2020-01-09,116
817,296.08,Supermercado - Compra de alimentos,2020-01-09,104
818,247.55,Livraria - Compra de livros,2020-01-09,31
819,34.12,Livraria - Compra de livros,2020-01-09,86
820,315.9,Cinema - Ingresso,2020-01-09,122
821,17.8,Restaurante - Refeição,2020-01-09,237
822,106.3,E-commerce - Compra online,2020-01-09,45
823,402.41,Academia - Mensalidade,2020-01-09,209
824,417.0,Eletrônicos - Acessórios,2020-01-09,101
825,389.77,Restaurante - Refeição,2020-01-09,11
826,192.94,Cinema - Ingresso,2020-01-09,241
827,318.93,Loja de Roupas - Vestuário,2020-01-09,229
828,479.76,Posto de Gasolina - Abastecimento,2020-01-09,124
829,139.22,Posto de Gasolina - Abastecimento,2020-01-09,187
830,59.96,E-commerce - Compra online,2020-01-09,42
831,154.59,Loja de Roupas - Vestuário,2020-01-09,207
832,59.61,Supermercado - Compra de alimentos,2020-01-09,227
833,261.47,Farmácia - Medicamentos,2020-01-09,85
834,260.48,Supermercado - Compra de alimentos,2020-01-09,79
835,135.77,Farmácia - Medicamentos,2020-01-09,165
836,148.47,Academia - Mensalidade,2020-01-09,10
837,497.82,Farmácia - Medicamentos,2020-01-09,95
838,378.43,E-commerce - Compra online,2020-01-09,216
839,165.55,Posto de Gasolina - Abastecimento,2020-01-09,14
840,415.52,Posto de Gasolina - Abastecimento,2020-01-09,11
841,116.18,Livraria - Compra de livros,2020-01-09,176
842,133.49,Posto de Gasolina - Abastecimento,2020-01-09,147
843,464.19,Eletrônicos - Acessórios,2020-01-09,237
